screenwell_name	screenwell_catalog_number	screenwell_plate_location	screenwell_smiles	screenwell_iupac	query_compound	pubchem_cid	drugbank_id
Pimecrolimus	AC3222	9-H08	CC[C@H]1/C=C(/C[C@H](C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCCC3C(=O)O[C@@H]([C@@H]([C@H](CC1=O)O)C)/C(=C/[C@@H]4CC[C@@H]([C@@H](C4)OC)Cl)/C)O)C)OC)OC)C)\C	(1R,9S,12S,13R,14S,17R,18Z,21S,23S,24R,25S,27R)-12-[(1E)-1-[(1R,3R,4S)-4-chloro-3-methoxycyclohexyl]prop-1-en-2-yl]-17-ethyl-24-hydrogenio-1,14-dihydroxy-23,25-dimethoxy-13,19,21,27-tetramethyl-11,28-dioxa-4-azatricyclo[22.3.1.0⁴,⁹]octacos-18-ene-2,3,10,16-tetrone	Pimecrolimus	6509979	DB00337
Pitavastatin Calcium	AC3223	9-H09	C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.C1C(C1)C2=NC3=CC=CC=C3C(=C2/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])C4=CC=C(C=C4)F.[Ca+2]	calcium;(E,3R,5S)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]-3,5-dihydroxyhept-6-enoate	calcium;(E,3R,5S)-7-[2-cyclopropyl-4-(4-fluorophenyl)quinolin-3-yl]-3,5-dihydroxyhept-6-enoate	53394921	
Podophyllotoxin	NP238	9-H11	COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O	(5R,5aR,8aR,9R)-5-hydroxy-9-(3,4,5-trimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one	COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O	10607	DB01179
Posaconazole	AC3226	10-A02	CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5C[C@](OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F	4-[4-[4-[4-[[(3R,5R)-5-(2,4-difluorophenyl)-5-(1,2,4-triazol-1-ylmethyl)oxolan-3-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-2-[(2S,3S)-2-hydroxypentan-3-yl]-1,2,4-triazol-3-one	4-[4-[4-[4-[[(3R,5R)-5-(2,4-difluorophenyl)-5-(1,2,4-triazol-1-ylmethyl)oxolan-3-yl]methoxy]phenyl]piperazin-1-yl]phenyl]-2-[(2S,3S)-2-hydroxypentan-3-yl]-1,2,4-triazol-3-one	468595	DB01263
Pralidoxime Chloride	AC3227	10-A03	CN\1C=CC=C/C1=C\[NH+]=O.[Cl-]	[(E)-(1-methylpyridin-2-ylidene)methyl]-oxoazanium;chloride	Pralidoxime Chloride	135445761	
Prasugrel	AC3228	10-A04	CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4	[5-[2-cyclopropyl-1-(2-fluorophenyl)-2-oxoethyl]-6,7-dihydro-4H-thieno[3,2-c]pyridin-2-yl] acetate	[5-[2-cyclopropyl-1-(2-fluorophenyl)-2-oxoethyl]-6,7-dihydro-4H-thieno[3,2-c]pyridin-2-yl] acetate	6918456	DB06209
Pravastatin sodium	AC2309	10-A05	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+]	sodium;(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoate	sodium;(3R,5R)-7-[(1S,2S,6S,8S,8aR)-6-hydroxy-2-methyl-8-[(2S)-2-methylbutanoyl]oxy-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoate	16759173	
Prilocaine·HCl	AC3230	10-A07	CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl	N-(2-methylphenyl)-2-(propylamino)propanamide;hydrochloride	N-(2-methylphenyl)-2-(propylamino)propanamide;hydrochloride	92163	
Primidone	AC484	10-A08	CCC1(C(=O)NCNC1=O)C2=CC=CC=C2	5-ethyl-5-phenyl-1,3-diazinane-4,6-dione	5-ethyl-5-phenyl-1,3-diazinane-4,6-dione	4909	DB00794
Probenecid	430113	10-A09	CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O	4-(dipropylsulfamoyl)benzoic acid	4-(dipropylsulfamoyl)benzoic acid	4911	DB01032
Proparacaine·HCl	AC3232	10-A11	CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl	2-(diethylamino)ethyl 3-amino-4-propoxybenzoate;hydrochloride	2-(diethylamino)ethyl 3-amino-4-propoxybenzoate;hydrochloride	517321	
Propylthiouracil	AC2344	10-B02	CCCC1=CC(=O)NC(=S)N1	6-propyl-2-sulfanylidene-1H-pyrimidin-4-one	6-propyl-2-sulfanylidene-1H-pyrimidin-4-one	657298	DB00550
Protriptyline·HCl	AC3233	10-B03	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl	3-(11H-dibenzo[1,2-a:1',2'-e][7]annulen-11-yl)-N-methylpropan-1-amine;hydrochloride	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl	6603149	
Pyrazinamide	AC2314	10-B04	C1=CN=C(C=N1)C(=O)N	pyrazine-2-carboxamide	pyrazine-2-carboxamide	1046	DB00339
Pyridostigmine Bromide	AC3234	10-B05	C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]	(1-methylpyridin-1-ium-3-yl) N,N-dimethylcarbamate;bromide	(1-methylpyridin-1-ium-3-yl) N,N-dimethylcarbamate;bromide	7550	
Pyrimethamine	AC2358	10-B06	CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl	5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine	5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine	4993	DB00205
Quinidine hydrochloride monohydrate	AC129	10-B07	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.Cl	(S)-[(2R,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;hydrate;hydrochloride	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.O.Cl	24211925	
Rabeprazole . Sodium	AC3235	10-B08	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+]	sodium;2-[[4-(3-methoxypropoxy)-3-methylpyridin-2-yl]methylsulfinyl]benzimidazol-1-ide	sodium;2-[[4-(3-methoxypropoxy)-3-methylpyridin-2-yl]methylsulfinyl]benzimidazol-1-ide	14720269	
Raltegravir potassium	AC3236	10-B09	CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+]	potassium;4-[(4-fluorophenyl)methylcarbamoyl]-1-methyl-2-[2-[(5-methyl-1,3,4-oxadiazole-2-carbonyl)amino]propan-2-yl]-6-oxopyrimidin-5-olate	potassium;4-[(4-fluorophenyl)methylcarbamoyl]-1-methyl-2-[2-[(5-methyl-1,3,4-oxadiazole-2-carbonyl)amino]propan-2-yl]-6-oxopyrimidin-5-olate	23668479	
Ramelteon	AC3237	10-B10	CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3	N-[2-[(8S)-2,6,7,8-tetrahydro-1H-cyclopenta[e][1]benzofuran-8-yl]ethyl]propanamide	N-[2-[(8S)-2,6,7,8-tetrahydro-1H-cyclopenta[e][1]benzofuran-8-yl]ethyl]propanamide	208902	DB00980
Rasagiline Mesylate	AC3238	10-B11	CS(=O)(=O)O.C#CCN[C@@H]1CCC2=CC=CC=C12	methanesulfonic acid;(1R)-N-prop-2-ynyl-2,3-dihydro-1H-inden-1-amine	methanesulfonic acid;(1R)-N-prop-2-ynyl-2,3-dihydro-1H-inden-1-amine	3052775	
Regadenoson	AC3239	10-C02	CNC(=O)C1=CN(N=C1)C2=NC3=C(C(=N2)N)N=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O	1-[6-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-2-yl]-N-methylpyrazole-4-carboxamide	1-[6-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-2-yl]-N-methylpyrazole-4-carboxamide	219024	DB06213
Repaglinide	AC3240	10-C03	CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O	2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid	2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid	65981	DB00912
Reserpine	NP254	10-C04	CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC	methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate	methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyl)oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate	5052	
Rifabutin	AC3241	10-C05	C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)O[C@@](C6=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)/C	(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17-trihydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-1'-(2-methylpropyl)-6,23,32-trioxo-8,33-dioxa-24,27,29-triazaspiro[pentacyclo[23.6.1.1⁴,⁷.0⁵,³¹.0²⁶,³⁰]tritriacontane-28,4'-piperidin]-1,3,5(31),9,19,21,25,29-octaen-13-yl acetate	Rifabutin	135398743	DB00615
Rifapentine	AC3242	10-C06	C[C@H]1/C=C/C=C(/C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C6CCCC6)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)\C	(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(E)-N-(4-cyclopentylpiperazin-1-yl)carboximidoyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.1⁴,⁷.0⁵,²⁸]triaconta-1,3,5(28),9,19,21,25(29),26-octaen-13-yl acetate	Rifapentine	135403821	DB01201
Rifaximin	AC3243	10-C07	C[C@H]1/C=C\C=C(/C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)\C	(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E)-2,15,17,36-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22,30-octamethyl-6,23-dioxo-8,37-dioxa-24,27,33-triazahexacyclo[23.10.1.1⁴,⁷.0⁵,³⁵.0²⁶,³⁴.0²⁷,³²]heptatriaconta-1(36),2,4,9,19,21,25,28,30,32,34-undecaen-13-yl acetate	Rifaximin	6436173	DB01220
Ritonavir	AC2014	10-C08	CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O	1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate	1,3-thiazol-5-ylmethyl N-[(2S,3S,5S)-3-hydroxy-5-[[(2S)-3-methyl-2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]butanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate	392622	DB00503
Rizatriptan Benzoate	AC2026	10-C09	CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3.C1=CC=C(C=C1)C(=O)O	benzoic acid;N,N-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethanamine	benzoic acid;N,N-dimethyl-2-[5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl]ethanamine	77997	
Ropinirole·HCl	D113	10-C10	CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl	4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one;hydrochloride	4-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one;hydrochloride	68727	
Ropivacaine·HCl Monohydrate	AC3245	10-C11	CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.O.Cl	(2S)-N-(2,6-dimethylphenyl)-1-propylpiperidine-2-carboxamide;hydrate;hydrochloride	CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.O.Cl	6918111	
Rosuvastatin Calcium	AC2346	10-D02	CC(C1=NC(=NC(=C1/C=C/C(O)CC(O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.CC(C1=NC(=NC(=C1/C=C/C(O)CC(O)CC(=O)[O-])C2=CC=C(C=C2)F)N(S(=O)(=O)C)C)C.[Ca+2]	calcium;(E)-7-[4-(4-fluorophenyl)-2-[methyl(methylsulfonyl)amino]-6-propan-2-ylpyrimidin-5-yl]-3,5-dihydroxyhept-6-enoate	Rosuvastatin Calcium	5282455	
Rufinamide	AC3246	10-D03	C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F	1-[(2,6-difluorophenyl)methyl]triazole-4-carboxamide	1-[(2,6-difluorophenyl)methyl]triazole-4-carboxamide	129228	DB06201
Saquinavir Mesylate	AC3247	10-D04	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide;methanesulfonic acid	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide;methanesulfonic acid	60934	
Selegiline·HCl	EI240	10-D05	C[C@H](CC1=CC=CC=C1)N(C)CC#C.Cl	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine;hydrochloride	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine;hydrochloride	26758	
Sertraline·HCl	NS115	10-D06	CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl	(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine;hydrochloride	(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine;hydrochloride	63009	
Silver Sulfadiazine	AC3249	10-D07	C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]	silver;(4-aminophenyl)sulfonyl-pyrimidin-2-ylazanide	silver;(4-aminophenyl)sulfonyl-pyrimidin-2-ylazanide	441244	DB05245
Sitagliptin Phosphate	AC3251	10-D08	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N.O.OP(=O)(O)O	(3R)-3-amino-1-[3-(trifluoromethyl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)butan-1-one;phosphoric acid;hydrate	(3R)-3-amino-1-[3-(trifluoromethyl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)butan-1-one;phosphoric acid;hydrate	11591741	
Sorafenib tosylate	AC1514	10-D09	CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F	4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide;4-methylbenzenesulfonic acid	4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]phenoxy]-N-methylpyridine-2-carboxamide;4-methylbenzenesulfonic acid	406563	
Stavudine	AC2302	10-D10	CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO	1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione	1-[(2R,5S)-5-(hydroxymethyl)-2,5-dihydrofuran-2-yl]-5-methylpyrimidine-2,4-dione	18283	DB00649
Streptozocin	380010	10-D11	CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O	1-methyl-1-nitroso-3-[(2S,3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]urea	CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O	29327	DB00428
Sulconazole Nitrate	AC3252	10-E02	C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-]	1-[2-[(4-chlorophenyl)methylsulfanyl]-2-(2,4-dichlorophenyl)ethyl]imidazole;nitric acid	1-[2-[(4-chlorophenyl)methylsulfanyl]-2-(2,4-dichlorophenyl)ethyl]imidazole;nitric acid	65495	
Sulfacetamide·Na	AC3253	10-E03	CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+]	sodium;acetyl-(4-aminophenyl)sulfonylazanide	sodium;acetyl-(4-aminophenyl)sulfonylazanide	4022878	
Sulfamethoxazole	AC2319	10-E04	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N	4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide	4-amino-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide	5329	DB01015
Sulfanilamide	AC3254	10-E05	C1=CC(=CC=C1N)S(=O)(=O)N	4-aminobenzenesulfonamide	4-aminobenzenesulfonamide	5333	DB00259
Sunitinib . malate	AC2013	10-E06	CCN(CC)CCNC(=O)C1=C(NC(=C1C)/C=C\2/C3=C(C=CC(=C3)F)NC2=O)C.C([C@@H](C(=O)O)O)C(=O)O	N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide;(2S)-2-hydroxybutanedioic acid	N-[2-(diethylamino)ethyl]-5-[(Z)-(5-fluoro-2-oxo-1H-indol-3-ylidene)methyl]-2,4-dimethyl-1H-pyrrole-3-carboxamide;(2S)-2-hydroxybutanedioic acid	6456015	
Tacrolimus (Fk506)	380008	10-E07	C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC	(1R,9S,12S,13R,14S,17R,18E,21S,23S,24R,25S,27R)-24-hydrogenio-1,14-dihydroxy-12-[(1E)-1-[(1R,3R,4R)-4-hydroxy-3-methoxycyclohexyl]prop-1-en-2-yl]-23,25-dimethoxy-13,19,21,27-tetramethyl-17-(prop-2-en-1-yl)-11,28-dioxa-4-azatricyclo[22.3.1.0⁴,⁹]octacos-18-ene-2,3,10,16-tetrone	Tacrolimus (Fk506)	445643	DB00864
Tadalafil	AC3255	10-E08	CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36	(2R,8R)-2-(2H-1,3-benzodioxol-5-yl)-6-methyl-3,6,17-triazatetracyclo[8.7.0.0³,⁸.0¹¹,¹⁶]heptadeca-1(10),11,13,15-tetraene-4,7-dione	CN1CC(=O)N2[C@@H](C1=O)CC3=C([C@H]2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36	110635	DB00820
Tazarotene	AC3256	10-E09	CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C	ethyl 6-[2-(4,4-dimethyl-2,3-dihydrothiochromen-6-yl)ethynyl]pyridine-3-carboxylate	ethyl 6-[2-(4,4-dimethyl-2,3-dihydrothiochromen-6-yl)ethynyl]pyridine-3-carboxylate	5381	DB00799
Telbivudine 	AC3257	10-E10	CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@@H](O2)CO)O	1-[(2R,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione	CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@@H](O2)CO)O	3000346	
Telithromycin	AC3258	10-E11	CC[C@@H]1[C@@]2([C@@H]([C@@H](C(=O)[C@@H](C[C@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)OC3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C	(1R,2S,4R,6S,7R,8R,10R,13R,14S)-7-[(3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-13-ethyl-6-methoxy-2,4,6,8,10,14-hexamethyl-17-[4-(4-pyridin-3-ylimidazol-1-yl)butyl]-12,15-dioxa-17-azabicyclo[12.3.0]heptadecane-3,9,11,16-tetrone	CC[C@@H]1[C@@]2([C@@H]([C@@H](C(=O)[C@@H](C[C@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)OC3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C	92043103	
Temsirolimus	AC3260	10-F03	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC	4-{2-[(16E,24E,26E,28E)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.0⁴,⁹]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl}-2-methoxycyclohexyl 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC	148191	
Teniposide	400053	10-F04	COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O[C@H]6[C@@H]([C@H]([C@H]7[C@H](O6)CO[C@H](O7)C8=CC=CS8)O)O	(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one	(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-thiophen-2-yl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one	5396	
Tenofovir Hydrate	AC2303	10-F05	C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(O)O	[(2R)-1-(6-aminopurin-9-yl)propan-2-yl]oxymethylphosphonic acid	[(2R)-1-(6-aminopurin-9-yl)propan-2-yl]oxymethylphosphonic acid	64987	
Terbutaline Hemisulfate	AC3261	10-F06	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O	5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol;sulfuric acid	5-[2-(tert-butylamino)-1-hydroxyethyl]benzene-1,3-diol;sulfuric acid	441334	
Terconazole	AC3262	10-F07	CC(C)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl	1-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-4-propan-2-ylpiperazine	1-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]-4-propan-2-ylpiperazine	441383	DB00251
Tetrabenazine	AC3264	10-F09	CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC	9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one	9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one	6018	DB04844
Tetrahydrozoline·HCl	AC3265	10-F10	C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl	2-(1,2,3,4-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazole;hydrochloride	2-(1,2,3,4-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazole;hydrochloride	10648	
